"rank","headword","pos","english","sample","range","rawFreq","oral","fiction","nonFiction"
2159,"dama","nf","lady, dame","vieron a una dama muy elegante desde un balcón",82,"885","NA","NA","NA"
1132,"asumir","v","to assume, take on","el papá asumió la responsabilidad",96,"1517","NA","NA","NA"
1177,"gana","nf","desire","si tengo ganas de trabajar, lo puedo hacer en tres horas",90,"1829","high","NA","low"
1732,"comprensión","nf","understanding","asintió con un ademán de comprensión y entendimiento",96,"612","NA","NA","NA"
323,"preguntar","v","to ask (a question)","les voy a preguntar si quieren comer",96,"7208","NA","NA","NA"
470,"siete","num","seven","aprobó el cursillo “Cómo ser feliz en siete días”",100,"2592","high","NA","NA"
2359,"bar","nm","(snack) bar, café","se acomodó en el bar y encendió su primer cigarrillo",78,"813","NA","NA","low"
360,"escuchar","v","to listen to","tuvo oportunidad de escuchar comentarios de viajeros",99,"5008","NA","NA","NA"
2066,"testimonio","nm","testimony, evidence","no tengo más testimonio que el rumor de la calle",89,"585","NA","NA","NA"
484,"imagen","nf","image, picture","es un intento evidente de dañar mi imagen pública",100,"3803","NA","NA","NA"
661,"simple","adj","simple, mere, simple-minded","al principio papá lo veía como un simple juego",100,"2370","NA","NA","NA"
866,"peor","adv","worse","cada día que pasa veo peor y escribo menos",94,"1764","high","NA","NA"
1568,"soldado","nm/f","soldier","vestido con el uniforme de soldado de la Guerra del Pacífico",91,"1502","NA","NA","NA"
340,"necesidad","nf","necessity, need","sentía la necesidad de ser comprendido",100,"3714","NA","NA","NA"
1978,"rosa","nf","rose","llené un vaso con agua y con la rosa",85,"899","NA","NA","NA"
895,"norte","nm","north","creo que en el norte y el centro del país se ha logrado eso",98,"2237","NA","NA","NA"
2450,"transformación","nf","transformation","la transformación es esencialmente un cambio de una forma de sociedad",85,"812","NA","low","NA"
1275,"estación","nf","station, season","ella descendía en la estación del metro Pino Suárez",98,"1241","NA","NA","NA"
2606,"jueves","nm","Thursday","aquí el jueves es el día de moda, el domingo no se trabaja",78,"515","high","NA","low"
2493,"lata","nf","(tin) can","es que al abrir la lata de sopa Campbells",78,"541","NA","NA","low"
2278,"catorce","num","fourteen","¿cómo es posible trabajar catorce horas al día?",83,"592","high","NA","NA"
244,"leer","v","to read","prefiero leer a los autores de moda",100,"5834","NA","NA","NA"
1028,"raíz","nf","root","hay cosas que se deben cortar de raíz, antes de que produzcan males",99,"1329","NA","NA","NA"
874,"impresión","nf","impression, printing","me da la impresión de que no quiere enterarse",99,"1555","NA","NA","NA"
692,"funcionar","v","to work, function","un sistema hidráulico que funcionaba mediante estanques de agua",100,"1824","NA","NA","NA"
2060,"mero","adj","mere","aquellas palabras no eran un mero sermón de púlpito",91,"692","NA","NA","NA"
687,"muerto","adj","dead","viven sobre materia orgánica muerta o en descomposición",99,"2741","NA","NA","NA"
366,"pesar","nm","sorrow; a pesar de: in spite of","comprendí su decisión a pesar de que me entristeciera mucho",100,"4024","NA","NA","NA"
914,"oro","nm","gold","no faltan los lingotes, barras y monedas de oro y plata",95,"2157","NA","NA","NA"
1398,"disposición","nf","disposal, disposition","tendrá a su disposición todas las armas legales apropiadas",95,"1113","NA","NA","NA"
577,"segundo","nm","second","ahí, ahí sí, espérame un segundo",100,"1978","NA","NA","NA"
742,"comentar","v","to comment on","buscamos el manuscrito para comentar algunos pasajes",98,"2148","NA","NA","NA"
2382,"equilibrar","v","to balance","para equilibrar la oferta y la demanda",89,"402","NA","NA","NA"
1236,"cadena","nf","chain","para interrumpir la fotosíntesis y romper la cadena alimenticia",97,"1370","NA","NA","NA"
821,"permanecer","v","to stay, remain","estoy condenado a permanecer aquí",97,"2573","NA","NA","NA"
1430,"basar","v","to base on, base upon","voy a basar el argumento en hechos concretos",93,"1873","NA","NA","NA"
363,"cumplir","v","to fulfill","necesita algo más para cumplir su trabajo",99,"4150","NA","NA","NA"
126,"cómo","adv","how?","mamá, ¿cómo puedo vivir?",100,"13888","high","NA","NA"
1157,"ataque","nm","attack, raid","durante el ataque, Mussolini se encontraba en Verona con Hitler",96,"1523","NA","NA","NA"
1000,"hoja","nf","sheet, leaf","se da tiempo para escribir en una hoja de papel",97,"1781","NA","NA","NA"
718,"autoridad","nf","authority","la autoridad no se impone, se gana con el respeto",99,"2972","NA","NA","NA"
1890,"borrar","v","to erase","es casi como borrar lo que se ha escrito con tinta",86,"747","NA","NA","NA"
1420,"espectáculo","nm","spectacle, show","el teatro no es sólo espectáculo, sino también cultura",93,"1093","NA","NA","NA"
2026,"cristal","nm","glass, crystal, window","se rompió el cristal de la ventana",85,"1165","NA","NA","NA"
39,"dar","v","to give","me dio esta carta para Ud.",100,"40233","NA","NA","NA"
904,"azul","adj","blue","y los colores básicos: azul, amarillo, verde y rojo",95,"2291","NA","NA","NA"
402,"mover","v","to move, incite","después de mover a uno y otro lado la cabeza",100,"3772","NA","NA","NA"
1011,"escritor","nm/f","writer","de la pluma del escritor nacen los libros",93,"2279","NA","NA","NA"
2004,"planeta","nm","planet","Marte es el planeta más próximo con una superficie visible",87,"1152","NA","NA","NA"
103,"pues","conj","then, well then","pues venga usted cuando quiera",100,"20246","high","NA","NA"
1785,"opuesto","adj","opposite, contrary","huía hacia la orilla opuesta",94,"739","NA","NA","NA"
2491,"mancha","nf","stain, spot","es una mancha que no sale con el detergente",81,"665","NA","NA","NA"
1035,"derecha","nf","right, right hand","se dirige a la puerta de la derecha de salida a la calle",99,"1326","NA","NA","NA"
205,"recibir","v","to receive","Pavlov recibe el Premio Nobel por sus estudios",100,"6574","NA","NA","NA"
837,"parecido","adj","similar","el resultado daba algo parecido a la locura",99,"1384","NA","NA","NA"
1543,"enterar","v","to find out [se]","me quiero enterar cómo van sus problemas",89,"1308","high","NA","low"
1510,"llamado","nm","call, calling","esto es como un llamado de Dios para ejecutar acciones solidarias",96,"875","NA","NA","NA"
1611,"instrucción","nf","instruction","fue sometido a una intensa instrucción militar",96,"821","NA","NA","NA"
1492,"robar","v","to rob, steal","robar diez pesos era pecado mortal",91,"975","high","NA","NA"
1735,"satisfecho","adj","satisfied","estoy muy satisfecho con el resultado",92,"739","NA","NA","NA"
504,"motivo","nm","motive, cause","revelan el motivo de la construcción de las pirámides",100,"2431","NA","NA","NA"
1030,"comentario","nm","remark, comment","me gustaría hacer un comentario sobre cuál es el resultado final",98,"1174","NA","NA","NA"
2453,"cruel","adj","cruel, harsh","una mala persona; cruel con las mujeres",84,"528","NA","NA","NA"
1752,"musical","adj","musical","es un sonido mecánico, pero también musical",89,"1169","NA","NA","NA"
1692,"dibujo","nm","drawing, sketch","la de Van Gogh es un dibujo hecho con pluma de caña y tinta sepia",92,"808","NA","NA","NA"
1069,"manifestar","v","to express, show","tampoco le manifestó sus dudas acerca de la combatividad",97,"1496","NA","NA","NA"
1644,"oficio","nm","job, occupation, function","nuestro oficio es remover las ruinas y recolectar trastos",93,"821","NA","NA","NA"
2251,"contraste","nm","contrast","el contraste entre ambas hermanas era profundo y visible",88,"536","NA","NA","NA"
204,"pedir","v","to ask for, request","me atreví a pedirle que me diera clases",100,"6653","NA","NA","NA"
2150,"llave","nf","key, faucet, wrench","saqué la llave y abrí la puerta",84,"883","NA","NA","NA"
2559,"rescatar","v","to rescue, save","para rescatar a una menor secuestrada",85,"445","NA","NA","NA"
2392,"excepcional","adj","exceptional, unusual","los enormes trastornos que ocasionó tan excepcional actividad solar",89,"436","NA","NA","NA"
1101,"numeroso","adj","numerous","era un ejército numeroso y bien armado",97,"1888","NA","NA","NA"
822,"asistir","v","to attend","llegó marzo y los chicos no pudieron asistir a clases",100,"1270","NA","NA","NA"
218,"humano","adj","human","somos seres humanos, y gente normal",100,"6939","NA","NA","NA"
460,"contrario","adj","contrary, opposite","al principio nadie se alarmó; al contrario, se alegraron",100,"3242","NA","NA","NA"
785,"marcha","nf","march, progress","se pone en marcha un mecanismo enloquecido",98,"2032","NA","NA","NA"
2442,"comerciante","nc","merchant, businessman","soy comerciante, vendo cortes de telas",85,"376","NA","NA","NA"
1610,"habitación","nf","room, bedroom, habitat","tocaban la puerta de la habitación 222 del Hotel Diamante",88,"1782","NA","NA","NA"
938,"formación","nf","formation, education","¿cuál ha sido su formación académica?",98,"2083","NA","NA","NA"
1552,"aspirar","v","to aspire, want","todo el mundo aspiraba a ello y quería conseguirlo en dos días",97,"728","NA","NA","NA"
2033,"azúcar","nm","sugar","le echaban un poquito de azúcar y era muy refrescante",87,"739","NA","NA","NA"
535,"superior","adj","superior, upper","una cantidad de dinero superior a su sueldo anual",100,"2898","NA","NA","NA"
409,"referir","v","to refer (to)","me voy a referir a los dos últimos puntos",100,"3354","NA","NA","NA"
530,"carácter","nm","personality, nature","es un hombre de carácter apacible, reflexivo y afectuoso",100,"3054","NA","NA","NA"
2371,"droga","nf","drug","las drogas adictivas como la nicotina y la cocaína",82,"851","high","NA","NA"
2355,"episodio","nm","episode, incident","yo les contaré un episodio de mi propia vida",87,"598","NA","NA","NA"
2615,"nieto","nm","grandchild","R. es el nieto del abuelo",80,"501","NA","NA","low"
15,"para","prep","for, to, in order to","¡tengo una sorpresa sensacional para ti!",100,"126061","NA","NA","NA"
2228,"síntoma","nm","symptom","los celos eran síntoma de amor",87,"585","NA","NA","NA"
2293,"meta","nf","goal, aim, purpose","mi última meta es llegar a ser intérprete",88,"467","NA","NA","NA"
779,"cuadro","nm","painting, picture","observó el cuadro colgado en la pared de enfrente",99,"2079","NA","NA","NA"
2053,"llover","v","to rain","siempre llueve en Londres, todo el mundo lo sabe",88,"734","NA","NA","low"
1029,"compromiso","nm","compromise, engagement","hicieron todos un compromiso de unidad en el Partido",100,"1224","NA","NA","NA"
2634,"confuso","adj","confused, mixed up","estaba demasiado confuso para tomar una decisión",85,"490","NA","NA","NA"
1837,"jardín","nm","garden","salgo al jardín a mirar mis plantas",85,"1446","NA","NA","NA"
1321,"ausencia","nf","absence","basta para determinar la presencia o ausencia de cierto elemento",95,"1196","NA","NA","NA"
77,"poner","v","to put (on), get (+adj)","puso el cuchillo en manos de M.",100,"20330","NA","NA","NA"
738,"error","nm","error, mistake","en fin, hay la posibilidad de corregir el error",100,"1697","NA","NA","NA"
2305,"opción","nf","option, choice","siempre y cuando haya opción a otros y la gente pueda elegir",85,"618","NA","NA","NA"
214,"bajo","prep","under, underneath","hacía dos o tres grados bajo cero",100,"7606","NA","NA","NA"
1628,"acostumbrar","v","to be accustomed to","no me puedo acostumbrar a este clima",94,"793","NA","NA","NA"
358,"época","nf","time, age, period","en la época romana se utilizaba más el bronce",100,"5007","NA","NA","NA"
2578,"maduro","adj","mature, ripe","la persona ya madura la comprende mejor que el joven",84,"406","NA","NA","NA"
297,"quizás","adv","perhaps, maybe","quizás sí, pero de otra forma",99,"5349","NA","NA","NA"
2576,"democracia","nf","democracy","buscan la democracia y una auténtica representatividad",76,"1741","NA","low","NA"
1128,"lento","adj","slow","hubo de sufrir con paciencia el correr lento de las horas",98,"1225","NA","NA","NA"
128,"vivir","v","to live","vamos a Buenos Aires, a vivir en la miseria",100,"11519","NA","NA","NA"
315,"número","nm","number","ella escribía su número telefónico en un papelito",100,"5235","NA","NA","NA"
1872,"eterno","adj","eternal","en la tumba que visitaba dormían el sueño eterno dos hombres",90,"870","NA","NA","NA"
2076,"aceite","nm","oil","los ponen a cocer y los sirven con aceite de oliva",88,"787","NA","NA","NA"
2023,"maravilla","nf","wonder, marvel","¡ay, qué cosa tan bonita! ¡Qué maravilla!",88,"539","NA","NA","NA"
1070,"controlar","v","to control","hay que controlar eso; que no resulte excesivo",97,"1845","NA","NA","NA"
569,"bajar","v","to come down, let down","el Dow Jones de Wall Street bajó 52 puntos en un día",98,"3029","NA","NA","NA"
1802,"esconder","v","to hide, conceal","buscó el pecho de su madre para esconder la cara",91,"994","NA","NA","NA"
565,"establecer","v","to establish","de ser posible establecer ese tipo de contacto personal",99,"3832","NA","NA","NA"
719,"piedra","nf","stone, rock","se había obtenido obsidiana (piedra volcánica)",100,"2488","NA","NA","NA"
1803,"cuando","adv","when","aquella es de mis nietos, cuando eran bebes todavía",87,"951","high","NA","low"
1455,"once","num","eleven","eran las once menos cuarto",92,"908","NA","NA","NA"
1283,"avión","nm","plane, airplane, aircraft","se presentó un incidente en un avión de la British Airways",93,"1478","NA","NA","NA"
1068,"sonar","v","to sound, ring","¿escuchaste sonar las campanas?",95,"1818","NA","NA","NA"
2284,"cero","num","zero, naught, nil","el cero absoluto se sitúa alrededor de -273 grados centígrados",84,"628","high","NA","NA"
1014,"regla","nf","rule, ruler, regulation","no creo que sea la excepción de la regla",98,"1471","NA","NA","NA"
1216,"viento","nm","wind, scent","un viento de huracán amenaza arrancar el techo",90,"2389","NA","NA","NA"
2102,"extraer","v","to extract, take out","extrajo el tapón y por el agujero introdujo un objeto",89,"736","NA","NA","NA"
1634,"científico","adj","scientific","pronunciamientos de sociedades científicas, de grupos de expertos",91,"1870","NA","low","NA"
